Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;84;85;86;87;88;89;90;91;93;94;96;97;98;99;101;103;104;106;109;111;114;116
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;22;0;9.7;9.7;MÖRT;0.06;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;25;0;9.7;9.7;ABBO;0.36;3;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;25;0;9.7;9.7;GERS;0.04;3;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;25;0;9.7;9.7;MÖRT;0.78;3;7;;;;;;;;;;;;;1;;2;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;33;0;9.7;9.7;MÖRT;0.98;3;5;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;8;3;;10.4;10.5;360;8;310;6;;;;;;;2;2;0;52;;;1;2;50;0;9.7;9.7;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;17;0;10;10;GERS;0.01;3;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;22;0;10;10;MÖRT;0.21;3;3;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;25;0;10;10;ABBO;0.14;3;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;25;0;10;10;GERS;0.1;3;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;25;0;10;10;MÖRT;0.47;3;4;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;33;0;10;10;ABBO;0.2;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;33;0;10;10;MÖRT;1.48;3;9;;;;;;;;;;;;;;;;;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;10;2;;;10.9;360;7;270;2;;;;;;;2;2;0;49;;;1;1;50;0;10;10;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;12;2;;12.1;11.3;360;7;315;4;;;;;;;2;2;0;49;;;1;1;17;0;11.2;10.5;GERS;0.02;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;12;2;;12.1;11.3;360;7;315;4;;;;;;;2;2;0;49;;;1;1;22;0;11.2;10.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;12;2;;12.1;11.3;360;7;315;4;;;;;;;2;2;0;49;;;1;1;25;0;11.2;10.5;ABBO;0.16;3;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;12;2;;12.1;11.3;360;7;315;4;;;;;;;2;2;0;49;;;1;1;33;0;11.2;10.5;ABBO;0.22;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;12;2;;12.1;11.3;360;7;315;4;;;;;;;2;2;0;49;;;1;1;50;0;11.2;10.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;17;0;11.5;11.2;GERS;0.01;3;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;22;0;11.5;11.2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;25;0;11.5;11.2;GUÅL;0.37;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;25;0;11.5;11.2;MÖRT;1.64;3;15;;;;;;;;;;;;1;1;2;2;;3;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;33;0;11.5;11.2;BJÖR;0.21;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;33;0;11.5;11.2;MÖRT;2.11;3;11;;;;;;;;;;;;;;;;;1;3;1;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;14;4;;12.2;12;315;7;270;2;;;;;;;2;2;0;49;;;1;1;50;0;11.5;11.2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;16;3;;11.3;11.1;215;8;315;2;;;;;;;2;2;0;52;;;1;1;17;0;11.3;10.8;MÖRT;0.1;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;16;3;;11.3;11.1;215;8;315;2;;;;;;;2;2;0;52;;;1;1;22;0;11.3;10.8;MÖRT;0.09;3;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;16;3;;11.3;11.1;215;8;315;2;;;;;;;2;2;0;52;;;1;1;25;0;11.3;10.8;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;16;3;;11.3;11.1;215;8;315;2;;;;;;;2;2;0;52;;;1;1;33;0;11.3;10.8;MÖRT;0.19;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;16;3;;11.3;11.1;215;8;315;2;;;;;;;2;2;0;52;;;1;1;50;0;11.3;10.8;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;17;0;13.7;13.5;ABBO;0.06;3;3;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;22;0;13.7;13.5;GERS;0.03;3;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;22;0;13.7;13.5;MÖRT;0.05;3;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;25;0;13.7;13.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;33;0;13.7;13.5;ABBO;0.48;3;2;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;33;0;13.7;13.5;MÖRT;0.21;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;18;3;;14.3;13.5;135;10;135;3;;;;;;;2;2;0;40;;;1;1;50;0;13.7;13.5;ABBO;0.59;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;17;0;18.9;18.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;22;0;18.9;18.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;25;0;18.9;18.5;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;33;0;18.9;18.5;ABBO;0.85;3;3;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;33;0;18.9;18.5;MÖRT;0.22;3;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;20;2;;19.5;19.4;20;5;360;8;;;;;;;2;2;0;31;;;1;1;50;0;18.9;18.5;ABBO;0.54;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;17;0;19.5;19.2;BJÖR;0.35;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;22;0;19.5;19.2;BJÖR;0.34;3;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;25;0;19.5;19.2;BJÖR;0.23;3;2;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;33;0;19.5;19.2;BJÖR;0.11;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;50;0;19.5;19.2;ABBO;0.46;3;2;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;22;2;;19.8;19.7;360;6;360;9;;;;;;;2;2;0;37;;;1;2;50;0;19.5;19.2;BJÖR;0.11;3;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;17;0;23;19.3;ABBO;0.03;3;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;22;0;23;19.3;ABBO;0.32;3;2;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;22;0;23;19.3;BJÖR;0.64;3;5;;;;;;;;;;;;;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;25;0;23;19.3;ABBO;0.31;3;2;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;25;0;23;19.3;BJÖR;0.09;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;33;0;23;19.3;ABBO;0.34;3;2;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;33;0;23;19.3;BJÖR;0.68;3;3;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;24;3;;22.7;18.9;225;8;250;7;;;;;;;2;2;0;43;;;1;1;50;0;23;19.3;BJÖR;0.36;3;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;30;2;;24.9;25.8;360;6;360;5;;;;;;;2;2;0;46;;;1;1;17;0;24.9;25.3;ABBO;1.38;3;4;;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;30;2;;24.9;25.8;360;6;360;5;;;;;;;2;2;0;46;;;1;1;22;0;24.9;25.3;ABBO;0.1;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09K;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;2006;30;2;;24.9;25.8;360;6;360;5;;;;;;;2;2;0;46;;;1;1;25;0;24.9;25.3;ABBO;0.81;3;5;;;;;;;;;;;1;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
