Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;7;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;55;62;65;80;83;90
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;17;0;20,70;20,30;MÖRT;0,26;3;9;;;;;;;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;17;0;20,70;20,30;STRÖ;0,10;3;2;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;22;0;20,70;20,30;ABBO;0,79;3;9;;;;;;;;;;4;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;22;0;20,70;20,30;BJÖR;0,07;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;22;0;20,70;20,30;GÖS;0,09;3;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;22;0;20,70;20,30;MÖRT;0,05;3;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;25;0;20,70;20,30;ABBO;0,47;3;6;;;;;;;;;;;;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;25;0;20,70;20,30;GÖS;0,26;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;33;0;20,70;20,30;ABBO;1,06;3;5;;;;;;;;;;;;;;;;;1;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;33;5;;21,30;20,30;180;3;90;13;;;;;;;2;2;0;55;;;1;1;50;0;20,70;20,30;ABBO;0,48;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;17;0;18,90;18,70;ABBO;0,19;3;7;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;17;0;18,90;18,70;GERS;0,01;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;17;0;18,90;18,70;MÖRT;0,05;3;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;22;0;18,90;18,70;ABBO;0,44;3;8;;;;;;;;;;2;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;25;0;18,90;18,70;ABBO;1,10;3;13;;;;;;;;;;;;1;7;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;33;0;18,90;18,70;ABBO;0,29;3;2;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;2;;19,00;18,70;360;3;270;2;;;;;;;2;2;0;25;;;1;1;50;0;18,90;18,70;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;17;0;19,10;18,70;ABBO;0,35;3;12;;;;;;3;4;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;17;0;19,10;18,70;MÖRT;0,34;3;13;;;;;;;5;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;17;0;19,10;18,70;SARV;0,07;3;3;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;22;0;19,10;18,70;ABBO;0,07;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;22;0;19,10;18,70;SARV;0,05;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;25;0;19,10;18,70;ABBO;0,39;3;3;;;;;;;;;;;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;25;0;19,10;18,70;BJÖR;0,05;3;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;25;0;19,10;18,70;MÖRT;0,08;3;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;33;0;19,10;18,70;ABBO;0,87;3;4;;;;;;;;;;;;;;;;;1;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;3;;19,00;18,70;315;7;45;6;;;;;;;2;2;0;30;;;1;1;50;0;19,10;18,70;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;17;0;18,50;18,30;ABBO;0,08;3;3;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;17;0;18,50;18,30;BJÖR;0,03;3;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;17;0;18,50;18,30;MÖRT;0,04;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;22;0;18,50;18,30;ABBO;0,18;3;3;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;25;0;18,50;18,30;ABBO;0,50;3;6;;;;;;;;;;;;1;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;33;0;18,50;18,30;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2004;34;5;;18,50;18,40;135;10;220;10;;;;;;;2;2;0;22;;;1;1;50;0;18,50;18,30;ABBO;0,63;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;17;0;16,70;17,10;ABBO;0,90;3;23;;;;;;5;7;8;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;17;0;16,70;17,10;BJÖR;0,03;3;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;17;0;16,70;17,10;GERS;0,02;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;17;0;16,70;17,10;MÖRT;0,03;3;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;17;0;16,70;17,10;STRÖ;0,59;3;15;;;;;;;;;;;9;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;22;0;16,70;17,10;ABBO;0,64;3;6;;;;;;;;;;;1;1;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;22;0;16,70;17,10;STRÖ;0,11;3;3;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;25;0;16,70;17,10;ABBO;0,65;3;5;;;;;;;;;;;;;1;1;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;25;0;16,70;17,10;BJÖR;0,20;3;2;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;33;0;16,70;17,10;ABBO;0,51;3;3;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;33;0;16,70;17,10;ID;1,73;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;33;0;16,70;17,10;STRÖ;0,05;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;3;;17,00;16,50;330;5;45;7;;;;;;;2;2;0;36;;;1;1;50;0;16,70;17,10;BRAX;0,31;3;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;17;0;16,90;16,60;ABBO;0,27;3;10;;;;;;;2;7;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;17;0;16,90;16,60;GERS;0,02;3;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;17;0;16,90;16,60;STRÖ;0,21;3;5;;;;;;;;;;;2;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;22;0;16,90;16,60;STRÖ;0,02;3;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;25;0;16,90;16,60;ABBO;0,08;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;33;0;16,90;16,60;ABBO;1,19;3;6;;;;;;;;;;;;;;;;;;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;33;0;16,90;16,60;BRAX;0,21;3;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;4;;16,60;16,10;45;10;330;10;;;;;;;2;2;0;38;;;1;1;50;0;16,90;16,60;ABBO;0,53;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;17;0;16,50;16,60;ABBO;0,33;3;10;;;;;;2;4;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;17;0;16,50;16,60;BJÖR;0,04;3;2;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;17;0;16,50;16,60;GERS;0,02;3;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;17;0;16,50;16,60;MÖRT;0,02;3;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;17;0;16,50;16,60;STRÖ;0,22;3;6;;;;;;;;;;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;22;0;16,50;16,60;ABBO;0,16;3;2;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;25;0;16,50;16,60;ABBO;0,14;3;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;33;0;16,50;16,60;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2005;32;5;;16,00;16,30;320;7;260;4;;;;;;;2;2;0;43;;;1;1;50;0;16,50;16,60;BRAX;0,92;3;3;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;17;0;14,00;18,50;ABBO;1,95;3;37;;;;;;1;6;12;11;4;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;17;0;14,00;18,50;BJÖR;0,04;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;17;0;14,00;18,50;GERS;0,09;3;4;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;17;0;14,00;18,50;MÖRT;0,04;3;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;17;0;14,00;18,50;STRÖ;0,37;3;9;;;;;;;;;;;2;4;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;22;0;14,00;18,50;ABBO;3,72;3;51;;;;;;;1;;;7;15;12;6;3;2;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;22;0;14,00;18,50;BJÖR;0,04;3;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;22;0;14,00;18,50;MÖRT;0,26;3;3;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;22;0;14,00;18,50;STRÖ;0,13;3;2;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;25;0;14,00;18,50;ABBO;5,09;3;47;;;;;;;;;;;;4;9;13;8;5;2;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;25;0;14,00;18,50;BJÖR;0,14;3;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;25;0;14,00;18,50;GÖS;0,30;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09M;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;2006;31;3;;19,50;18,50;270;3;80;4;;;;;;;0;0;0;33;;;1;1;33;0;14,00;18,50;ABBO;6,74;3;29;;;;;;;;;;;;;;;;;2;4;6;7;3;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
