Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;6;9;11;14;16;19;21;24;26;29;31;34;36;39;41;44;46;49;51;56;59;61;64;71
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;17,30;16,70;ABBO;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;17,30;16,70;BJÖR;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;17,30;16,70;MÖRT;;2;6;;;;;5;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;1;0;17,30;16,70;STRÖ;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;17,20;16,70;ABBO;;2;49;;;;;17;9;16;2;3;2;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;17,20;16,70;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;17,20;16,70;MÖRT;;2;2;;;;;;1;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;3;16;;;30;4;340;5;0;0;;;;;2;2;0;40;750;755;1;1;2;0;17,20;16,70;STRÖ;;2;4;;;;;;2;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,00;16,90;ABBO;;2;5;;;;;;2;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,00;16,90;ID;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;1;0;18,00;16,90;MÖRT;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;16,80;ABBO;;2;26;;;;;4;2;10;3;3;3;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;31;5;16;;;100;2;170;2;0;0;;;;;2;2;0;26;758;758;1;1;2;0;17,60;16,80;MÖRT;;2;4;;;;;2;2;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;16,60;15,70;ABBO;;2;3;;;;;;1;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;16,60;15,70;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;16,60;15,70;MÖRT;;2;6;;;;;1;3;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;1;0;16,60;15,70;STRÖ;;2;3;;;;;;;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,10;14,80;ABBO;;2;34;;;;1;17;5;6;1;1;1;;1;1;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,10;14,80;BJÖR;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,10;14,80;GERS;;2;4;;;;4;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,10;14,80;MÖRT;;2;6;;;;;1;1;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;2;24;;;90;4;80;4;0;0;;;;;2;2;0;35;749;753;1;1;2;0;16,10;14,80;STRÖ;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;1;0;16,60;15,70;ABBO;;2;5;;;;;4;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;1;0;16,60;15,70;STRÖ;;2;5;;;;;;;5;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;2;0;15,90;15,10;ABBO;;2;35;;;;;18;6;7;1;1;1;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;2;0;15,90;15,10;MÖRT;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;32;5;-4;;;200;3;45;1;0;0;;;;;2;2;0;40;754;754;1;1;2;0;15,90;15,10;STRÖ;;2;3;;;;;;;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;1;0;14,10;13,60;ABBO;;2;2;;;;;1;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;1;0;14,10;13,60;MÖRT;;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;1;0;14,10;13,60;STRÖ;;2;31;;;;;;;31;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;2;0;13,80;13,60;ABBO;;2;24;;;;;7;6;9;1;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;2;0;13,80;13,60;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;2;0;13,80;13,60;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;2;0;13,80;13,60;MÖRT;;2;20;;;;;13;7;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;2;10;;;50;5;30;6;0;0;;;;;2;2;0;30;761;761;1;1;2;0;13,80;13,60;STRÖ;;2;13;;;;;;;10;3;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;1;0;14,70;14,40;ABBO;;2;6;;;;;;4;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;1;0;14,70;14,40;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;1;0;14,70;14,40;MÖRT;;2;5;;;;;5;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;1;0;14,70;14,40;STRÖ;;2;13;;;;;;;11;1;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;2;0;14,60;14,40;ABBO;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;2;0;14,60;14,40;MÖRT;;2;10;;;;;4;5;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1987;33;4;15;;;30;6;340;6;;;;;;;2;2;0;43;761;761;1;1;2;0;14,60;14,40;STRÖ;;2;22;;;;;;;20;1;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;1;0;13,80;13,50;ABBO;;2;3;;;;;1;1;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;1;0;13,80;13,50;MÖRT;;2;6;;;;;4;2;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;1;0;13,80;13,50;STRÖ;;2;6;;;;;;;4;2;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;ABBO;;2;72;;;;;18;11;25;11;3;3;1;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;BJÖR;;2;2;;;;;1;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;BRAX;;2;1;;;;;;;;;;;;;;;;;;;1;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;ID;;2;1;;;;;;;;;;;;;;1;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;MÖRT;;2;6;;;;;3;;2;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;2;16;;;230;6;20;3;0;0;;;;;2;2;0;999;757;766;1;1;2;0;13,60;13,50;STRÖ;;2;3;;;;;;;2;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;1;0;13,40;13,40;ABBO;;2;1;;;;;;;;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;1;0;13,40;13,40;MÖRT;;2;5;;;;;2;1;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;1;0;13,40;13,40;STRÖ;;2;6;;;;;;;5;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;2;0;12,70;12,30;ABBO;;2;34;;;;;9;4;16;4;;1;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;2;0;12,70;12,30;BJÖR;;2;3;;;;1;;1;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;2;0;12,70;12,30;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;2;0;12,70;12,30;MÖRT;;2;6;;;;;3;1;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;31;5;22;;;300;5;300;4;0;0;;;;;2;2;0;999;754;755;1;1;2;0;12,70;12,30;STRÖ;;2;11;;;;;;;10;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;4;12;;;294;4;334;4;0;0;;;;;2;2;0;999;761;760;1;1;1;0;14,80;14,80;STRÖ;;2;8;;;;;;2;5;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;4;12;;;294;4;334;4;0;0;;;;;2;2;0;999;761;760;1;1;2;0;14,70;14,80;ABBO;;2;19;;;;;3;2;9;2;1;2;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;4;12;;;294;4;334;4;0;0;;;;;2;2;0;999;761;760;1;1;2;0;14,70;14,80;GERS;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;4;12;;;294;4;334;4;0;0;;;;;2;2;0;999;761;760;1;1;2;0;14,70;14,80;MÖRT;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;4;12;;;294;4;334;4;0;0;;;;;2;2;0;999;761;760;1;1;2;0;14,70;14,80;STRÖ;;2;5;;;;;;2;2;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;1;0;15,20;15,10;ABBO;;2;1;;;;;;;;;1;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;1;0;15,20;15,10;BJÖR;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;1;0;15,20;15,10;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;;;1;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;1;0;15,20;15,10;STRÖ;;2;4;;;;;;1;1;2;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;2;0;14,90;15,00;ABBO;;2;29;;;;14;;;12;;1;2;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;2;0;14,90;15,00;GERS;;2;3;;;;1;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;2;0;14,90;15,00;MÖRT;;2;21;;;;;1;19;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;32;5;12;;;334;4;180;4;0;0;;;;;2;2;0;999;760;758;1;1;2;0;14,90;15,00;STRÖ;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;1;0;15,60;15,30;ABBO;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;1;0;15,60;15,30;MÖRT;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;1;0;15,60;15,30;STRÖ;;2;4;;;;;;;3;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;2;0;15,70;15,30;ABBO;;2;27;;;;;12;4;7;2;;2;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;2;0;15,70;15,30;GERS;;2;3;;;;2;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;2;0;15,70;15,30;MÖRT;;2;3;;;;;1;;2;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;2;20;;;180;7;220;7;0;0;;;;;2;2;0;999;756;754;1;1;2;0;15,70;15,30;STRÖ;;2;3;;;;;;;3;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;1;0;15,20;15,00;ABBO;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;1;0;15,20;15,00;MÖRT;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;1;0;15,20;15,00;STRÖ;;2;5;;;;;;2;1;2;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;2;0;15,20;15,00;ABBO;;2;14;;;;;1;3;5;1;;2;1;;1;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;2;0;15,20;15,00;GERS;;2;4;;;;2;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;2;0;15,20;15,00;MÖRT;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1988;33;4;12;;;240;9;20;6;0;0;;;;;2;2;0;40;754;762;1;1;2;0;15,20;15,00;STRÖ;;2;3;;;;;;1;1;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;1;0;16,20;16,70;ABBO;;2;5;;;;;;2;2;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;1;0;16,20;16,70;MÖRT;;2;3;;;;;2;;;1;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;2;0;16,20;16,70;ABBO;;2;58;;;;;22;8;15;9;4;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;2;4;;;120;5;160;3;0;0;;;;;2;2;0;999;771;770;1;1;2;0;16,20;16,70;GERS;;2;3;;;;1;2;;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;1;0;15,60;17,40;ABBO;;2;10;;;;;5;1;4;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;1;0;15,60;17,40;BJÖR;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09U;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1989;30;3;6;;;160;3;200;4;0;0;;;;;2;2;0;999;770;767;1;1;1;0;15,60;17,40;MÖRT;;2;7;;;;;4;3;;;;;;;;;;;;;;;;;;;
