Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;9;11;14;16;19;21;24;26;29;31;34;36;39;41;44;46;49;51;54;56;59;61;66;69;71;76;81;101
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;4;-3;20,50;20,60;114;5;113;6;;;;;;;3;3;0;31;773;773;1;1;;0;16,30;18,20;GERS;;2;6;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;4;-3;20,50;20,60;114;5;113;6;;;;;;;3;3;0;31;773;773;1;1;;0;16,30;18,20;MÖRT;;2;17;;;9;4;3;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;4;-3;20,50;20,60;114;5;113;6;;;;;;;3;3;0;31;773;773;1;1;;0;16,30;18,20;STRÖ;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;5;-8;20,00;18,70;114;7;0;0;;;;;;;3;3;0;34;773;773;1;1;;0;18,70;18,80;ABBO;;2;77;;2;57;12;3;1;1;;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;5;-8;20,00;18,70;114;7;0;0;;;;;;;3;3;0;34;773;773;1;1;;0;18,70;18,80;BJÖR;;2;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;5;-8;20,00;18,70;114;7;0;0;;;;;;;3;3;0;34;773;773;1;1;;0;18,70;18,80;GERS;;2;6;;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;5;-8;20,00;18,70;114;7;0;0;;;;;;;3;3;0;34;773;773;1;1;;0;18,70;18,80;MÖRT;;2;20;;;9;4;2;5;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;32;5;-8;20,00;18,70;114;7;0;0;;;;;;;3;3;0;34;773;773;1;1;;0;18,70;18,80;STRÖ;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;2;-23;19,20;18,60;111;5;0;0;;;;;;;3;3;0;36;772;769;1;1;;0;15,60;18,70;ABBO;;2;112;;;79;19;10;;1;2;;1;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;2;-23;19,20;18,60;111;5;0;0;;;;;;;3;3;0;36;772;769;1;1;;0;15,60;18,70;GERS;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;2;-23;19,20;18,60;111;5;0;0;;;;;;;3;3;0;36;772;769;1;1;;0;15,60;18,70;MÖRT;;2;2;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;2;-23;19,20;18,60;111;5;0;0;;;;;;;3;3;0;36;772;769;1;1;;0;15,60;18,70;STRÖ;;2;5;;;;;2;1;2;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;3;-24;19,50;18,60;115;2;115;2;;;;;;;3;3;0;35;769;770;1;1;;0;14,20;15,30;ABBO;;2;240;;;150;59;19;7;1;;1;;2;;1;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;3;-24;19,50;18,60;115;2;115;2;;;;;;;3;3;0;35;769;770;1;1;;0;14,20;15,30;BJÖR;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;3;-24;19,50;18,60;115;2;115;2;;;;;;;3;3;0;35;769;770;1;1;;0;14,20;15,30;GERS;;2;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;3;-24;19,50;18,60;115;2;115;2;;;;;;;3;3;0;35;769;770;1;1;;0;14,20;15,30;MÖRT;;2;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;3;-24;19,50;18,60;115;2;115;2;;;;;;;3;3;0;35;769;770;1;1;;0;14,20;15,30;STRÖ;;2;4;1;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;ABBO;;2;144;;;87;36;17;2;;1;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;BJÖR;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;GERS;;2;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;GÖS;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;MÖRT;;2;5;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1996;33;4;-26;19,20;18,80;115;2;0;0;;;;;;;3;3;0;30;770;765;1;1;;0;14,20;15,90;STRÖ;;2;4;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;2;1;21,00;20,30;56;3;270;7;;;;;;;2;2;0;39;754;758;1;1;;0;16,60;20,30;ABBO;;2;187;;;87;52;26;5;6;4;5;;;1;1;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;2;1;21,00;20,30;56;3;270;7;;;;;;;2;2;0;39;754;758;1;1;;0;16,60;20,30;BJÖR;;2;5;;2;2;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;2;1;21,00;20,30;56;3;270;7;;;;;;;2;2;0;39;754;758;1;1;;0;16,60;20,30;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;2;1;21,00;20,30;56;3;270;7;;;;;;;2;2;0;39;754;758;1;1;;0;16,60;20,30;GÖS;;2;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;2;1;21,00;20,30;56;3;270;7;;;;;;;2;2;0;39;754;758;1;1;;0;16,60;20,30;MÖRT;;2;18;;;6;7;3;;2;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;3;-9;19,10;18,40;315;8;263;4;;;;;;;2;2;0;33;758;762;1;1;;0;18,90;18,40;ABBO;;2;116;;;63;26;14;4;3;1;2;;2;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;3;-9;19,10;18,40;315;8;263;4;;;;;;;2;2;0;33;758;762;1;1;;0;18,90;18,40;BJÖR;;2;5;;3;;1;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;3;-9;19,10;18,40;315;8;263;4;;;;;;;2;2;0;33;758;762;1;1;;0;18,90;18,40;GERS;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;3;-9;19,10;18,40;315;8;263;4;;;;;;;2;2;0;33;758;762;1;1;;0;18,90;18,40;MÖRT;;2;137;;;36;36;49;12;1;3;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;3;-9;19,10;18,40;315;8;263;4;;;;;;;2;2;0;33;758;762;1;1;;0;18,90;18,40;VIMM;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;4;-9;19,40;18,70;263;4;180;2;;;;;;;2;2;0;40;762;761;1;1;;0;18,60;18,20;ABBO;;2;120;1;2;83;20;7;2;2;;2;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;4;-9;19,40;18,70;263;4;180;2;;;;;;;2;2;0;40;762;761;1;1;;0;18,60;18,20;BJÖR;;2;4;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;4;-9;19,40;18,70;263;4;180;2;;;;;;;2;2;0;40;762;761;1;1;;0;18,60;18,20;GÖS;;2;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;4;-9;19,40;18,70;263;4;180;2;;;;;;;2;2;0;40;762;761;1;1;;0;18,60;18,20;MÖRT;;2;67;;;28;19;14;5;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;4;-9;19,40;18,70;263;4;180;2;;;;;;;2;2;0;40;762;761;1;1;;0;18,60;18,20;STRÖ;;2;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;5;-10;18,90;18,80;135;7;90;5;;;;;;;2;2;0;38;761;761;1;1;;0;18,00;18,80;ABBO;;2;73;;;41;12;11;2;2;2;1;1;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;5;-10;18,90;18,80;135;7;90;5;;;;;;;2;2;0;38;761;761;1;1;;0;18,00;18,80;BJÖR;;2;6;;2;;4;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;5;-10;18,90;18,80;135;7;90;5;;;;;;;2;2;0;38;761;761;1;1;;0;18,00;18,80;GERS;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;5;-10;18,90;18,80;135;7;90;5;;;;;;;2;2;0;38;761;761;1;1;;0;18,00;18,80;MÖRT;;2;62;;;19;20;20;2;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;31;5;-10;18,90;18,80;135;7;90;5;;;;;;;2;2;0;38;761;761;1;1;;0;18,00;18,80;STRÖ;;2;3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;2;-9;20,80;20,60;10;4;20;8;;;;;;;2;2;0;36;766;769;1;1;;0;20,60;20,60;ABBO;;2;46;;;23;6;4;1;2;8;;;;2;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;2;-9;20,80;20,60;10;4;20;8;;;;;;;2;2;0;36;766;769;1;1;;0;20,60;20,60;BJÖR;;2;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;2;-9;20,80;20,60;10;4;20;8;;;;;;;2;2;0;36;766;769;1;1;;0;20,60;20,60;GÄDD;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;2;-9;20,80;20,60;10;4;20;8;;;;;;;2;2;0;36;766;769;1;1;;0;20,60;20,60;GERS;;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;2;-9;20,80;20,60;10;4;20;8;;;;;;;2;2;0;36;766;769;1;1;;0;20,60;20,60;MÖRT;;2;49;;;23;19;6;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;3;-11;21,30;21,00;20;2;320;2;;;;;;;2;2;0;50;769;772;1;1;;0;21,10;20,90;ABBO;;2;112;;;79;19;9;1;2;;1;1;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;3;-11;21,30;21,00;20;2;320;2;;;;;;;2;2;0;50;769;772;1;1;;0;21,10;20,90;BJÖR;;2;6;;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;3;-11;21,30;21,00;20;2;320;2;;;;;;;2;2;0;50;769;772;1;1;;0;21,10;20,90;GERS;;2;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;3;-11;21,30;21,00;20;2;320;2;;;;;;;2;2;0;50;769;772;1;1;;0;21,10;20,90;GÖS;;2;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1997;32;3;-11;21,30;21,00;20;2;320;2;;;;;;;2;2;0;50;769;772;1;1;;0;21,10;20,90;MÖRT;;2;97;;;28;45;22;1;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;2;17;17,10;16,40;93;1;192;6;;;;;;;2;2;0;37;765;757;1;1;0;0;16,80;16,70;ABBO;;2;44;;;23;7;6;3;3;1;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;2;17;17,10;16,40;93;1;192;6;;;;;;;2;2;0;37;765;757;1;1;0;0;16,80;16,70;BJÖR;;2;3;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;2;17;17,10;16,40;93;1;192;6;;;;;;;2;2;0;37;765;757;1;1;0;0;16,80;16,70;MÖRT;;2;44;;;6;13;16;8;;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;2;17;17,10;16,40;93;1;192;6;;;;;;;2;2;0;37;765;757;1;1;0;0;16,80;16,70;STRÖ;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;ABBO;;2;14;;1;4;3;2;1;;1;;2;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;BJÖR;;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;GERS;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;GÖS;;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;MÖRT;;2;31;;;1;7;13;6;2;1;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;3;18;16,60;16,50;195;5;248;6;;;;;;;2;2;0;24;757;757;1;1;0;0;16,60;16,20;STRÖ;;2;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;ABBO;;2;21;;2;11;5;1;2;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;BJÖR;;2;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;BRAX;;2;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;GÄDD;;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;GERS;;2;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;MÖRT;;2;51;;;1;16;28;6;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;4;23;17,00;16,20;223;4;330;6;;;;;;;2;2;0;29;757;761;1;1;0;0;16,50;16,20;STRÖ;;2;3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;5;27;17,30;16,70;60;3;220;4;;;;;;;2;2;0;25;761;757;1;1;0;0;16,90;16,70;ABBO;;2;32;;;13;12;3;3;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;5;27;17,30;16,70;60;3;220;4;;;;;;;2;2;0;25;761;757;1;1;0;0;16,90;16,70;BJÖR;;2;4;;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;5;27;17,30;16,70;60;3;220;4;;;;;;;2;2;0;25;761;757;1;1;0;0;16,90;16,70;MÖRT;;2;24;;;1;10;10;3;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;32;5;27;17,30;16,70;60;3;220;4;;;;;;;2;2;0;25;761;757;1;1;0;0;16,90;16,70;STRÖ;;2;9;;;;;9;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;ABBO;;2;30;;;11;11;2;1;2;2;1;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;BJÖR;;2;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;GERS;;2;7;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;GÖS;;2;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;MÖRT;;2;15;;;1;5;8;1;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;2;20;17,00;16,60;23;4;306;3;;;;;;;2;2;0;28;769;769;1;2;0;0;16,30;16,40;STRÖ;;2;25;;;;7;16;1;1;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;ABBO;;2;46;;;15;12;12;1;2;2;;1;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;BJÖR;;2;4;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;GERS;;2;9;;4;5;;;;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;GÖS;;2;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;MÖRT;;2;22;;;2;7;10;3;;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1998;33;3;18;17,00;17,30;141;3;206;2;;;;;;;2;2;0;31;769;769;1;2;0;0;17,20;16,80;STRÖ;;2;22;;;;4;15;;3;;;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1999;31;2;-6;20,50;19,70;135;3;350;3;;;;;;;2;2;0;34;765;767;1;1;;0;15,40;19,70;ABBO;;2;208;;;57;34;51;31;10;19;6;;;;;;;;;;;;;;;;;;;
FM09V;FM;Forsmark;2;Väst Biotestsjön;28;Norr Nätlösan;60 26,30;18 08,49;09;1999;31;2;-6;20,50;19,70;135;3;350;3;;;;;;;2;2;0;34;765;767;1;1;;0;15,40;19,70;BJÖR;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
