"Area","Sektion","Station","year","week","day","Längdgr_std","length_group","netID"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,3,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,31,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,4,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,32,5,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1995,33,2,2,12.6,"FM.1995.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,32,5,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,2,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,3,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,4,2,12.6,"FM.1996.34"
"FM",1,34,1996,33,4,2,12.6,"FM.1996.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,4,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,31,5,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,2,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1997,32,3,2,12.6,"FM.1997.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,4,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,4,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,4,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,32,5,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,2,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1998,33,3,2,12.6,"FM.1998.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,2,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,3,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,4,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,5,2,12.6,"FM.1999.34"
"FM",1,34,1999,31,5,2,12.6,"FM.1999.34"
